Price Date,Open Price,High Price,Low Price,Close Price,Traded Value,Number Of Trades,Traded Quantity
01-11-2010,2983,3031.95,2983,3001.65,1716118068.5,32138,569118
29-10-2010,2989,2998,2944,2971.7,2558164504.4,30043,860753
28-10-2010,2984,3032.9,2948.05,2970.85,6815411595.25,45535,2279019
27-10-2010,3002,3010,2967.2,2980.2,3396852367.7,29354,1134087
26-10-2010,3020,3043.3,3002.7,3013.85,2615531651.3,24723,865734
25-10-2010,3058.8,3074.9,3010.1,3019.15,1989835893.3,25233,653054
22-10-2010,3005.25,3084.9,3003,3053.15,4334912850,49730,1418218
21-10-2010,2997.85,3038.4,2980.1,3034.45,3474367102.65,41954,1153990
20-10-2010,3009.8,3044.6,2990,3018.6,2682714464.8,35609,886732
19-10-2010,3094.7,3105.05,3001,3010.2,5352214145.65,66912,1759714
18-10-2010,3080.5,3118.9,3039.3,3107.05,4854115644.95,67579,1573887
15-10-2010,3200,3238,3061.15,3076.3,10111925712.75,112792,3233795
14-10-2010,3165.1,3228.95,3156.2,3185.25,3674607489,44013,1149172
13-10-2010,3081,3164.8,3075.2,3152.85,5096986606.1,55193,1628063
12-10-2010,3072,3084.95,3050.3,3075.2,1776440212.3,25925,578203
11-10-2010,3080.3,3097,3058.65,3074.45,1727888702.75,24958,561729
08-10-2010,3060,3085.65,3037.05,3076.3,2508502807.7,29895,818520
07-10-2010,3089,3097.5,3042,3053.45,2621519961.55,41585,854209
06-10-2010,3106,3122.9,3076.6,3103.8,2242012299.55,26966,723566
05-10-2010,3075,3111,3070,3084.7,2006677781.65,32410,648644
04-10-2010,3112,3162,3062.55,3078.45,2971226305.4,38248,954580
01-10-2010,3051,3110.05,3026.3,3102.15,3119185814.4,37054,1010814
30-09-2010,3046.95,3075,3007.45,3050.5,5189457739.45,35901,1708227
29-09-2010,3026,3079,3002.6,3031.05,3392322857.75,34965,1121615
28-09-2010,3025,3028.1,3001,3016.6,2338866473.75,23326,776143
27-09-2010,3055,3060,3023.35,3032.6,2742446922.2,26464,901290
24-09-2010,3022.9,3058.7,2993.65,3049.1,3334618907.1,33254,1098940
23-09-2010,3005.05,3034.75,2973.05,3022.9,4204154907.05,36722,1397672
22-09-2010,3060.5,3062.9,2994.45,3014.3,4071941036.15,38243,1350805
21-09-2010,3015,3065,2996.6,3059.15,3494022879.95,42919,1152989
20-09-2010,2975,3018,2975,3008.6,1882901154.05,24776,628247
17-09-2010,2965.95,3012.5,2959.4,2970.15,3213816524.5,35228,1077061
16-09-2010,3032.05,3032.05,2958.25,2965.95,2645972433.35,38304,886123
15-09-2010,2975,3060,2969,3052.85,5434413792.55,56647,1793081
14-09-2010,2950.6,3000,2950,2975.6,3633652948.35,37448,1220893
13-09-2010,2890,2945,2882,2936.9,2434281978.2,32699,831311
09-09-2010,2870.1,2900,2858,2895,2740168325.55,34263,948924
08-09-2010,2857,2886.6,2825,2879.4,3359646957.25,42208,1173312
07-09-2010,2840,2872.9,2810.2,2864.95,2955853327.7,28205,1040159
06-09-2010,2786.25,2840,2785.6,2831.65,2256313094.6,23022,798899
03-09-2010,2761.1,2804,2761.1,2777.45,2648398221.5,42644,950836
02-09-2010,2799,2814,2745.9,2753,1173017971.55,24048,425314
01-09-2010,2713.85,2784.5,2708.25,2776.15,3484800313.65,46973,1266475
31-08-2010,2685,2724,2676.15,2713.85,2604053011.45,28984,965285
30-08-2010,2719.35,2736,2666.3,2700.45,1608429923.7,34346,597646
27-08-2010,2758,2758,2681.4,2709.9,2362669114.8,31793,871725
26-08-2010,2775,2782.95,2747.35,2765.65,2704244235.2,30011,979373
25-08-2010,2762,2793.95,2755.95,2770.9,1214827981.45,19568,437751
24-08-2010,2789,2789,2755.2,2765.25,1814189839.1,25703,655944
23-08-2010,2772,2810,2761.3,2803.15,1577635387.25,18262,563979
20-08-2010,2803,2803,2754,2769.6,1599382341.5,21765,578103
19-08-2010,2815,2825,2787.95,2804.6,1695384100.05,22536,603343
18-08-2010,2765.1,2819.5,2758.15,2807.25,2130615342.8,23074,766018
17-08-2010,2755,2776.5,2730,2750.5,1768229229.05,18951,642580
16-08-2010,2760,2778,2750,2761.9,1793342093.5,28523,649201
13-08-2010,2775,2798,2755,2777.25,1926912023.55,22371,695226
12-08-2010,2796,2796,2754,2772.7,2415803213.75,33254,871675
11-08-2010,2834,2857.9,2800,2810.9,1884138356.75,23680,668100
10-08-2010,2870,2870,2815,2829.05,1702938463.1,25032,601498
09-08-2010,2848.5,2882.9,2816.25,2874.65,1501802130.95,20224,525193
06-08-2010,2861,2892,2852,2863.8,1318799804.35,17069,459560
05-08-2010,2880,2906.8,2861.55,2869.25,2379680659.6,27498,824287
04-08-2010,2790,2892,2790,2874.5,3410486532.15,37998,1192003
03-08-2010,2805,2819,2769.5,2784.3,846020490.3,17052,304323
02-08-2010,2800,2812.8,2781.15,2796.95,1334155709.05,18775,476904
30-07-2010,2815,2831.25,2760,2788.4,1566512539,22001,559084
29-07-2010,2824.8,2840,2810.85,2833.15,1277242884.9,15731,451626
28-07-2010,2829,2838.5,2812,2832.1,1316439614.75,15704,465646
27-07-2010,2803,2834,2803,2828.8,1798790204.4,26229,636745
26-07-2010,2790,2810,2790,2804.45,1566460559.6,21607,558852
23-07-2010,2787,2870.05,2765,2786.45,1849549012.85,26002,665387
22-07-2010,2764.75,2764.75,2727.05,2754.5,2819343848.2,43974,1028369
21-07-2010,2767.3,2779,2760,2771.65,912141083.25,15875,329310
20-07-2010,2770.45,2782.5,2753.5,2759.65,1749347220.9,20830,631842
19-07-2010,2749,2792.8,2735.75,2770.45,2433991749.3,35862,880890
16-07-2010,2755,2791,2751,2777,2841335806.9,42191,1025695
15-07-2010,2748.95,2776,2740,2759.6,2869357999.9,46914,1041017
14-07-2010,2789.95,2809,2737,2742.9,4902384186.75,80094,1774241
13-07-2010,2870,2875.05,2781,2796.75,8948173367.1,144552,3187798
12-07-2010,2850.05,2910,2850,2895.9,3110405099.35,39749,1074655
09-07-2010,2838.1,2880.5,2838.1,2873.8,2819091077.85,36313,982389
08-07-2010,2806,2846.4,2800.1,2828.5,2222954996,32319,784774
07-07-2010,2799.6,2799.6,2765.2,2781.75,2056549582.85,24075,740424
06-07-2010,2743,2799,2743,2785.1,2038140915.45,31029,734075
05-07-2010,2730,2752,2720,2743.45,1239224384.7,17109,452090
02-07-2010,2774.95,2774.95,2716,2727.5,3810679347.7,47262,1396180
01-07-2010,2791,2791,2751,2767.05,2018760351.45,24642,730906
30-06-2010,2778,2808.65,2732,2791,3271028328.2,46073,1181247
29-06-2010,2793.05,2813.6,2767.1,2793.55,1313124837.9,19400,471634
28-06-2010,2770,2817,2770,2809,1340950358.6,20020,479271
25-06-2010,2810,2811.95,2771,2777.7,1167794697.15,20590,418208
24-06-2010,2814.4,2833.7,2783.05,2822.7,4329454171.95,28714,1539513
23-06-2010,2747.1,2804.95,2717.85,2797.75,1720184579.8,18362,618511
22-06-2010,2790,2799.35,2760,2767.1,1650227279.55,22153,595461
21-06-2010,2799.4,2818.8,2791.25,2800.8,2513545614.4,26946,895594
18-06-2010,2707.85,2815,2707.85,2786.2,2906440597.45,32989,1044529
17-06-2010,2776,2783.8,2736,2764.85,1942256912.45,24871,704905
16-06-2010,2754.9,2779.5,2742,2769.4,1977241308.1,24204,715008
15-06-2010,2746.5,2780,2722.1,2734.7,2718199603.95,29582,993289
14-06-2010,2650.1,2758.85,2650.1,2746.4,3299662532.65,45678,1216106
11-06-2010,2664.9,2690.9,2621,2630.75,3279850457.5,35610,1239108
10-06-2010,2625.2,2654,2620.55,2645.55,1709960782.6,26275,648431
09-06-2010,2668,2668,2616.5,2624.95,1789710590.25,25812,678390
08-06-2010,2671.65,2689,2647.85,2654.5,2213287492.45,33785,831393
07-06-2010,2710,2710,2650,2671.65,2593980167.75,32302,972744
04-06-2010,2698,2738,2682.45,2728.95,1678202271.3,33395,618800
03-06-2010,2660,2705.8,2660,2698,1854746523.25,27779,689637
02-06-2010,2635,2651.95,2624.1,2640.25,2163390931.9,25484,819643
01-06-2010,2655,2657.5,2617.6,2624.35,1905088889.7,21765,722861
31-05-2010,2735,2735,2624.55,2658,2330717366.95,22449,877594
28-05-2010,2670.05,2684.4,2637.3,2677.45,2263695919.65,24919,849249
27-05-2010,2627.8,2664,2595.1,2643.35,3719746756.55,34520,1414087
26-05-2010,2565.05,2639.9,2556.25,2621.05,2555984097.35,30413,983607
25-05-2010,2586.85,2586.85,2510.1,2533.4,2809175623.9,37705,1104766
24-05-2010,2611,2630,2579.25,2600.4,2339306307.15,25480,898263
21-05-2010,2568,2608,2558.35,2581.75,2302785257.45,23814,890900
20-05-2010,2612,2634.55,2586.5,2600.75,2120306833.45,33560,813609
19-05-2010,2626,2652.35,2593.45,2602.85,3914714885.75,41949,1492405
18-05-2010,2660,2660,2582.05,2629.2,2338299046.35,26032,893075
17-05-2010,2635,2648.05,2576.05,2616.35,2654646439.85,38138,1021353
14-05-2010,2710,2727,2630,2651.9,2295197217.55,31350,853062
13-05-2010,2684,2723,2661.25,2706.15,1664804937.6,23190,615485
12-05-2010,2656,2698.9,2652.25,2681.7,3074178543.1,40002,1148147
11-05-2010,2669.8,2674.5,2636,2660.75,1924964882.55,24678,725353
10-05-2010,2620,2683.8,2620,2675.7,1877229281.8,27739,704426
07-05-2010,2638.1,2645.35,2607.05,2616.85,2948290375.25,36714,1123049
06-05-2010,2690.3,2690.3,2645.55,2658.15,2599719243.3,37584,976045
05-05-2010,2649.4,2708,2610,2693,4032116987.75,44823,1515260
04-05-2010,2705,2706,2655.5,2666.15,2204387051.85,30767,822026
03-05-2010,2708,2714.95,2682,2694.9,1824232368.05,23544,676119
30-04-2010,2712,2758.8,2677.1,2738.15,2748839556.75,40038,1008378
29-04-2010,2699,2732.9,2675,2709.15,3820837208.2,24724,1414995
28-04-2010,2710.1,2731.95,2691.1,2699.5,1881270083.4,22410,693062
27-04-2010,2729.1,2742.4,2726.4,2737.45,1121989231.55,21550,410032
26-04-2010,2730.1,2754,2725.05,2738.95,1524783457.5,16260,556786
23-04-2010,2735,2753.7,2716.85,2726.95,2009193469.6,20301,736042
22-04-2010,2708,2762.85,2693,2718.4,2377236165.8,35363,872268
21-04-2010,2743,2749.75,2700.3,2712.45,2207339511.5,36335,812036
20-04-2010,2765.5,2789.95,2720,2727.3,3268113058.05,32588,1192766
19-04-2010,2774.65,2774.65,2736,2751.9,3010196013.45,37828,1094362
16-04-2010,2792.1,2809,2771.05,2788.6,2178447681.65,43478,780543
15-04-2010,2788,2824.7,2759.3,2801.6,7843728932.75,88927,2799391
13-04-2010,2690,2793.85,2635,2781.9,19644579497.2,231397,7204425
12-04-2010,2685.9,2698,2652.05,2683.1,2787693762.85,37102,1040706
09-04-2010,2670,2697.7,2665,2676.2,2770048643.4,36402,1032539
08-04-2010,2640,2677.9,2630,2663.75,2404876730.25,35121,903498
07-04-2010,2655.55,2674.8,2617.4,2643.75,2764698128.2,47247,1047610
06-04-2010,2682,2685,2645.25,2651.25,1775821928.55,23772,668601
05-04-2010,2679,2690,2638,2677.95,2442271656.85,27039,914827
01-04-2010,2620.2,2678,2620,2670.45,2721909454.55,40569,1023375
31-03-2010,2653.9,2676.7,2606.6,2615.95,4301048450.85,50508,1633763
30-03-2010,2715,2715,2630.6,2644.1,3542495330.75,49359,1331242
29-03-2010,2758,2770,2700.25,2716.65,4755623618.5,49335,1747713
26-03-2010,2816,2825,2763,2774.85,3159297917.35,41381,1138210
25-03-2010,2771,2870,2750.85,2813.95,5327704190.05,42238,1900941
23-03-2010,2770.05,2799,2764.15,2775.5,1662590636.35,17552,599070
22-03-2010,2752.1,2777,2742.9,2757.4,1418100977.8,21421,513566
19-03-2010,2780.1,2795,2760.05,2772.35,4366701376.1,33359,1572818
18-03-2010,2740,2793.9,2740,2787.6,3096497600.15,31345,1115381
17-03-2010,2735,2753.7,2713,2738.3,2174876193.05,25478,794000
16-03-2010,2700,2744.95,2682.3,2732.35,1990886201.65,27678,735168
15-03-2010,2654.4,2712.5,2636,2701.25,3553254768.2,48792,1322857
12-03-2010,2699.9,2704,2656.3,2673.25,1060438184.3,17770,397115
11-03-2010,2665,2695,2650,2682.95,1439971378.5,21211,537303
10-03-2010,2674.9,2691.45,2650,2659.25,2445111574.2,26778,916369
09-03-2010,2650.05,2701.5,2617.85,2683.95,2673562052,31913,994844
08-03-2010,2653,2679.35,2638.1,2659.55,2878148649.35,31619,1083124
05-03-2010,2633.9,2640,2613.05,2635.7,1639102004.7,24944,623101
04-03-2010,2662,2664,2604,2623.8,2212461625.85,30921,844405
03-03-2010,2651.1,2676.5,2632.65,2666.25,1958900168.65,18461,738122
02-03-2010,2631.55,2650.75,2622.65,2641,2813055029.65,32775,1066832
26-02-2010,2619,2630,2582.1,2601.95,3435108183.25,34803,1318296
25-02-2010,2570.6,2629.7,2570.6,2617.35,2834612316.55,20418,1091196
24-02-2010,2568,2598.3,2551,2576.3,1752076551.95,19025,678377
23-02-2010,2558.1,2589,2555,2581.3,1219912568.2,20417,473254
22-02-2010,2555.1,2591.7,2555.1,2568.35,1886993280.15,27699,731925
19-02-2010,2524.9,2544.5,2505.15,2532.4,1899108780.85,17601,749874
18-02-2010,2523,2547,2512,2533.65,1178511818.8,15242,465212
17-02-2010,2550.2,2566.4,2513.6,2518.65,2531509135.75,32878,998898
16-02-2010,2500,2551,2488.25,2541.45,1394073111.05,18734,552262
15-02-2010,2507,2542.4,2474.85,2498.65,2799811994.25,30440,1118766
11-02-2010,2473,2518.15,2470,2498.45,2017593802.95,36406,806736
10-02-2010,2491,2496.2,2448,2466.95,2221766395.3,29370,898498
09-02-2010,2404,2482,2394.25,2473.8,3190856905.85,53739,1298424
08-02-2010,2374.9,2442,2344.5,2403.6,2760121919.6,35026,1156560
06-02-2010,2361,2388.55,2358.9,2379.45,142460672,2597,59915
05-02-2010,2390.4,2398.45,2329,2352.7,3992166847.65,37939,1693109
04-02-2010,2465,2470,2412.5,2429.05,1881060605.25,24050,772051
03-02-2010,2450,2500,2450,2473.2,1984021643.2,24342,800701
02-02-2010,2501,2501,2421.65,2439.95,3053428413.05,33817,1236173
01-02-2010,2447,2530,2390.1,2451.25,3720987146.65,47904,1538598
29-01-2010,2452.4,2500,2404.8,2475.5,4587995620.35,59693,1876535
28-01-2010,2513,2554.9,2479.5,2491.75,3995349690.15,33972,1591609
27-01-2010,2532,2533.85,2485.15,2502.25,3082649154.3,31621,1230107
25-01-2010,2550,2569.95,2518,2542.3,2056987265.7,33847,812339
22-01-2010,2600,2610,2552,2575.6,4343417127.1,36813,1685812
21-01-2010,2643,2664.7,2600,2625.2,2198451296.9,18447,835349
20-01-2010,2648.65,2673.2,2638,2657.7,2020471585.05,20206,761499
19-01-2010,2680,2688,2628.1,2635.9,1935942928.1,23925,729689
18-01-2010,2663,2690,2656,2686.65,2056347221.25,24291,767511
15-01-2010,2689.75,2692.5,2654.15,2675.8,1686120183.35,20241,631188
14-01-2010,2679,2702.9,2650.2,2689.75,2815606547.7,39031,1051738
13-01-2010,2476.85,2695,2476.85,2683.5,6524398681.25,73985,2463005
12-01-2010,2500,2594,2500,2586.95,7994950817.75,76050,3107460
11-01-2010,2475.1,2504.7,2474,2489.65,2443600407.35,27476,981207
08-01-2010,2519,2523.3,2458,2464.2,3912966582.25,38996,1581164
07-01-2010,2586.6,2586.6,2518.2,2525.05,3449289333.2,37831,1361575
06-01-2010,2683,2683,2575.1,2583.1,2203575444.3,30585,852161
05-01-2010,2620,2630.7,2600.1,2621.35,2255092867.1,21440,861941
04-01-2010,2610,2630,2595.3,2612.6,1332021076.3,16527,508658
